id,front,back,example
21,kết luận,Đưa ra quyết định hoặc phán đoán sau khi suy luận.,Nghiên cứu kết luận rằng tập thể dục thường xuyên làm giảm đáng kể nguy cơ mắc bệnh trầm cảm.
22,tình trạng,Tình trạng hoặc hoàn cảnh ảnh hưởng đến một điều gì đó.,Cải thiện điều kiện sống ở khu vực nông thôn vẫn là ưu tiên hàng đầu của các nhà hoạch định chính sách.
23,chỉ đạo,Thực hiện một hoạt động; hành vi hoặc cách thức.,Trường đại học sẽ tiến hành một nghiên cứu dài hạn về sức khỏe tinh thần của sinh viên trong vòng 5 năm.
24,kết quả,Kết quả hoặc tác động của một hành động hoặc sự kiện.,Nạn phá rừng gây ra những hậu quả nghiêm trọng đối với đa dạng sinh học và các mô hình khí hậu toàn cầu.
25,coi như,Suy nghĩ kỹ lưỡng trước khi quyết định.,Các nhà hoạch định chính sách cần xem xét những hệ quả lâu dài của việc nâng tuổi nghỉ hưu.
26,bao gồm,Được cấu thành hoặc bao gồm nhiều bộ phận.,"Một chế độ ăn uống cân bằng nên bao gồm protein, carbohydrate, chất béo, vitamin và khoáng chất."
27,tiêu thụ,Sử dụng hết một nguồn tài nguyên hoặc ăn/uống một thứ gì đó.,Các quốc gia phát triển tiêu thụ tài nguyên thiên nhiên bình quân đầu người nhiều hơn rất nhiều so với các quốc gia đang phát triển.
28,đóng góp,Góp phần vào nỗ lực hoặc kết quả chung.,Hoạt động tình nguyện có thể đóng góp rất lớn vào sự phát triển cá nhân và phúc lợi cộng đồng.
29,điều khiển,Điều chỉnh hoặc có quyền lực đối với một điều gì đó.,Việc chính phủ kiểm soát chặt chẽ hơn lượng khí thải công nghiệp là cần thiết để chống ô nhiễm không khí.
30,tạo nên,Tạo ra một thứ gì đó.,Đầu tư vào năng lượng tái tạo có thể tạo ra hàng ngàn việc làm mới trên toàn nền kinh tế.
31,văn hoá,"Niềm tin, phong tục và nghệ thuật của một xã hội.",Toàn cầu hóa vừa làm giàu vừa đe dọa các nền văn hóa địa phương trên khắp thế giới.
32,dữ liệu,Các dữ liệu hoặc số liệu thống kê được thu thập để phân tích.,Dữ liệu đáng tin cậy là yếu tố thiết yếu để xây dựng các chính sách y tế công cộng hiệu quả.
33,sự suy sụp,Giảm dần hoặc trở nên nhỏ hơn theo thời gian.,"Trong những thập kỷ gần đây, đa dạng sinh học đã suy giảm mạnh do hoạt động của con người."
34,định nghĩa,Để diễn đạt ý nghĩa hoặc bản chất của một điều gì đó.,Điều quan trọng là phải định nghĩa rõ ràng thuật ngữ 'bền vững' trước khi thảo luận về các giải pháp chính sách.
35,yêu cầu,Nhu cầu hoặc mong muốn về một loại hàng hóa hoặc dịch vụ.,Nhu cầu ngày càng tăng đối với xe điện đang thúc đẩy sự đổi mới trong công nghệ pin.
36,phụ thuộc,Dựa dẫm vào ai đó hoặc điều gì đó để được hỗ trợ.,Nhiều quốc gia đang phát triển phụ thuộc rất nhiều vào viện trợ nước ngoài để phát triển cơ sở hạ tầng cơ bản.
37,mô tả,Trình bày sự việc bằng lời nói.,Báo cáo mô tả sự gia tăng đáng kể nhiệt độ trung bình toàn cầu kể từ năm 1950.
38,phát triển,"Phát triển, tiến bộ hoặc tạo ra điều gì đó mới.",Các quốc gia cần phát triển nền nông nghiệp bền vững để đáp ứng nhu cầu của dân số ngày càng tăng.
39,sự khác biệt,Một cách mà mọi thứ không giống nhau.,Có sự khác biệt đáng kể về mức thu nhập giữa dân cư thành thị và nông thôn.
40,phân phát,Phân phối hoặc truyền tải một thứ gì đó trên một khu vực.,Chính phủ có trách nhiệm phân bổ nguồn lực công một cách công bằng cho người dân.
41,phong phú,Bao gồm nhiều loại hoặc biến thể khác nhau.,Một lực lượng lao động đa dạng mang đến nhiều góc nhìn và ý tưởng phong phú hơn cho tổ chức.
42,thuộc kinh tế,Liên quan đến việc sản xuất và sử dụng tiền.,Sự phát triển kinh tế nhanh chóng đã giúp hàng triệu người thoát nghèo ở châu Á.
43,giáo dục,Quá trình tiếp nhận hướng dẫn một cách có hệ thống.,Tiếp cận với nền giáo dục chất lượng được xem là một quyền cơ bản của con người.
44,tác dụng,Sự thay đổi hoặc kết quả do một nguyên nhân nào đó tạo ra.,Tác động lâu dài của việc thiếu ngủ đối với chức năng nhận thức đã được ghi nhận rõ ràng.
45,xuất hiện,Xuất hiện hoặc được biết đến.,Các công nghệ mới tiếp tục xuất hiện như những giải pháp cho cuộc khủng hoảng năng lượng toàn cầu.
46,thuê,Thuê người làm việc để nhận tiền công.,Ngành sản xuất vẫn tiếp tục sử dụng một tỷ lệ lớn lực lượng lao động quốc gia.
47,năng lượng,Năng lượng được tạo ra từ các nguồn tài nguyên thiên nhiên hoặc được chuyển hóa.,Việc chuyển đổi sang các nguồn năng lượng tái tạo là rất quan trọng để giảm phát thải khí nhà kính.
48,môi trường,Thế giới tự nhiên hoặc môi trường xung quanh của một sinh vật.,Bảo vệ môi trường tự nhiên nên là ưu tiên hàng đầu của cả chính phủ và cá nhân.
49,thành lập,Thiết lập hoặc tạo ra một cái gì đó trên cơ sở vững chắc.,Chính phủ đã thành lập một cơ quan quản lý mới để giám sát lĩnh vực tài chính.
50,đánh giá,Đánh giá giá trị hoặc chất lượng của một thứ gì đó.,Việc đánh giá kỹ lưỡng các nguồn thông tin trước khi trích dẫn là điều vô cùng cần thiết.
51,chứng cớ,Các sự kiện hoặc thông tin hỗ trợ cho kết luận.,Có nhiều bằng chứng thực nghiệm mạnh mẽ cho thấy mối liên hệ giữa hút thuốc và nhiều bệnh nghiêm trọng.
52,nghiên cứu,Điều tra hoặc kiểm tra kỹ lưỡng một vấn đề nào đó.,Bài luận này sẽ xem xét mối quan hệ giữa bất bình đẳng kinh tế và tỷ lệ tội phạm.
53,mở rộng,"Tăng về kích thước, số lượng hoặc phạm vi.",Nhiều tập đoàn đang tìm cách mở rộng hoạt động kinh doanh sang các thị trường mới nổi ở châu Á.
54,trông chờ,Tin rằng điều gì đó sẽ xảy ra trong tương lai.,Người ta dự đoán rộng rãi rằng tự động hóa sẽ làm thay đổi diện mạo việc làm trong vòng vài thập kỷ tới.
55,kinh nghiệm,Kiến thức hoặc kỹ năng thu được thông qua thực hành.,Các chương trình thực tập giúp sinh viên phát triển các kỹ năng thực tiễn cần thiết cho công việc trong tương lai.
56,giải thích,Làm cho điều gì đó trở nên rõ ràng hơn bằng cách mô tả nó.,Khả năng giải thích rõ ràng các lý thuyết phức tạp đã giúp vị giáo sư này được mọi người kính trọng.
57,nhân tố,Một yếu tố góp phần tạo nên kết quả.,Chế độ ăn uống và tập luyện là những yếu tố quan trọng quyết định sức khỏe lâu dài của một người.
58,tính năng,Một đặc điểm hoặc thuộc tính riêng biệt của một sự vật nào đó.,Một đặc điểm quan trọng của quy hoạch đô thị thành công là việc cung cấp các không gian xanh dễ tiếp cận.
59,tập trung,Tập trung sự chú ý hoặc nỗ lực vào một việc gì đó.,Chính sách của chính phủ nên tập trung vào việc cung cấp nhà ở giá rẻ cho các gia đình có thu nhập thấp.
60,chức năng,Mục đích hoặc vai trò mà một vật được thiết kế để thực hiện.,Chức năng chính của hệ miễn dịch là bảo vệ cơ thể khỏi bệnh tật.
61,phát ra,Sản xuất hoặc tạo ra một cái gì đó.,Tấm pin mặt trời có thể tạo ra đủ điện năng để cung cấp điện cho toàn bộ một hộ gia đình.
62,toàn cầu,Liên quan đến hoặc bao trùm toàn bộ thế giới.,Hợp tác toàn cầu là điều thiết yếu để giải quyết hiệu quả những thách thức của biến đổi khí hậu.
63,quản lý,Kiểm soát hoặc điều hành một quốc gia hoặc tổ chức.,Các quốc gia dân chủ phải được quản lý theo cách phản ánh ý chí của người dân.
64,sự phát triển,Quá trình tăng trưởng về kích thước hoặc giá trị.,Tăng trưởng kinh tế bền vững là điều cần thiết để giảm tỷ lệ thất nghiệp và nâng cao mức sống.
65,làm hại,Thiệt hại về thể chất hoặc tâm lý gây ra cho một vật nào đó.,Lạm dụng mạng xã hội có thể gây tổn hại tâm lý cho những người trẻ dễ bị tổn thương.
66,sức khỏe,Trạng thái không bị bệnh tật hoặc thương tích.,Chính phủ cần đầu tư vào cơ sở hạ tầng y tế công cộng để ngăn chặn sự lây lan của dịch bệnh.
67,sự va chạm,Tác động hoặc ảnh hưởng mạnh mẽ lên điều gì đó.,Quá trình đô thị hóa có tác động đáng kể đến hệ sinh thái địa phương và nguồn nước.
68,thực hiện,Đưa một kế hoạch hoặc quyết định vào thực thi.,Chính phủ có kế hoạch ban hành các quy định mới để giảm lượng khí thải carbon công nghiệp.
69,cải thiện ,Làm cho chất lượng tốt hơn hoặc trở nên tốt hơn.,Đầu tư vào giáo dục là cách hiệu quả nhất để cải thiện kết quả kinh tế dài hạn.
70,tăng,Trở nên hoặc làm cho thứ gì đó trở nên lớn hơn về số lượng.,Số lượng xe điện bán ra trên toàn cầu đã tăng lên đáng kể.
71,biểu thị,Để chỉ ra hoặc nhấn mạnh điều gì đó có khả năng xảy ra.,Các nghiên cứu gần đây chỉ ra rằng hoạt động thể chất thường xuyên giúp giảm nguy cơ mắc các bệnh mãn tính.
72,cá nhân,"Một cá nhân riêng biệt, khác với một nhóm người.",Bảo vệ quyền cá nhân là nền tảng của bất kỳ xã hội dân chủ nào.
73,ảnh hưởng,Khả năng tác động đến con người hoặc sự vật.,Mạng xã hội có ảnh hưởng sâu sắc đến quan điểm chính trị của giới trẻ.
74,cơ sở hạ tầng,Các hệ thống vật chất cơ bản hỗ trợ một cộng đồng.,Đầu tư vào cơ sở hạ tầng giao thông là yếu tố then chốt để thúc đẩy phát triển kinh tế khu vực.
75,sáng kiến,Một kế hoạch hoặc hành động mới nhằm giải quyết một vấn đề.,"Chính phủ đã khởi xướng một sáng kiến ​​mới nhằm khuyến khích giới trẻ theo đuổi các ngành nghề liên quan đến STEM (Khoa học, Công nghệ, Kỹ thuật và Toán học)."
76,tổ chức,Một tổ chức đã được thành lập với mục đích xã hội.,Các thể chế dân chủ phải duy trì tính độc lập để đảm bảo một xã hội công bằng và chính trực.
77,liên quan,Bao gồm hoặc yêu cầu một cái gì đó như một phần.,Quy hoạch đô thị hiệu quả cần tích cực thu hút người dân tham gia vào quá trình ra quyết định.
78,vấn đề,Một chủ đề hoặc vấn đề quan trọng cần thảo luận.,Biến đổi khí hậu là một trong những vấn đề cấp bách nhất mà cộng đồng quốc tế đang phải đối mặt hiện nay.
79,biện minh,Để chứng minh điều gì đó là đúng hoặc hợp lý.,Các chính phủ phải có khả năng chứng minh cho người dân thấy việc tăng chi tiêu quốc phòng là hợp lý.
80,thiếu,Sự thiếu hụt hoặc không có một thứ gì đó cần thiết.,Việc thiếu nước sạch vẫn là một thách thức lớn ở các quốc gia đang phát triển.
81,giới hạn,Điểm mà vật thể không thể vượt qua.,Các quốc gia phải nhất trí về các giới hạn ràng buộc pháp lý đối với lượng khí thải carbon dioxide.
82,duy trì,Giữ nguyên trạng thái hiện tại của một vật gì đó.,Việc duy trì đa dạng sinh học ngày càng trở nên khó khăn ở các khu vực đô thị hóa cao.
83,lớn lao,Có tầm quan trọng hoặc mức độ nghiêm trọng rất lớn.,Ô nhiễm không khí là một vấn đề sức khỏe cộng đồng nghiêm trọng ở nhiều thành phố lớn nhất thế giới.
84,quản lý,Chịu trách nhiệm hoặc kiểm soát một việc gì đó.,Phát triển bền vững đòi hỏi các chính phủ phải quản lý cẩn thận các nguồn tài nguyên thiên nhiên.
85,đo lường,Hành động được thực hiện để đạt được mục tiêu; để định lượng.,Các chính phủ phải có những biện pháp quyết liệt để giải quyết vấn đề thất nghiệp ngày càng gia tăng trong giới trẻ.
86,phương pháp,Một phương pháp cụ thể để thực hiện một việc gì đó một cách có hệ thống.,Các nhà khoa học phải áp dụng các phương pháp nghiên cứu nghiêm ngặt để đảm bảo tính xác thực của các phát hiện của họ.
87,di cư,Di chuyển từ vùng này sang vùng khác hoặc từ quốc gia này sang quốc gia khác.,Nhiều lao động nông thôn di cư đến thành phố để tìm kiếm cơ hội việc làm tốt hơn.
88,hiện đại,Liên quan đến thời điểm hiện tại; đương đại.,Công nghệ hiện đại đã thay đổi căn bản cách thức con người giao tiếp và tiếp cận thông tin.
89,màn hình,Quan sát và kiểm tra một điều gì đó theo thời gian.,Các cơ quan y tế phải liên tục giám sát chất lượng không khí tại các khu vực đô thị đông dân cư.
90,quốc gia,Liên quan đến hoặc mang tính đặc trưng của cả một quốc gia.,Chính phủ đã ban hành chương trình giáo dục quốc gia nhằm chuẩn hóa nền giáo dục trên toàn quốc.
91,tự nhiên,Tồn tại trong tự nhiên hoặc được tạo ra bởi tự nhiên.,Việc khai thác quá mức tài nguyên thiên nhiên là mối đe dọa nghiêm trọng đối với sự bền vững sinh thái.
92,cần thiết,Cần thiết hoặc hoàn toàn bắt buộc.,Việc chính phủ đầu tư vào cơ sở hạ tầng là cần thiết để hỗ trợ tăng trưởng kinh tế.
93,tiêu cực,Có tính chất hoặc tác động bất lợi.,Tiếp xúc lâu dài với nạn bắt nạt trực tuyến có thể gây ra những ảnh hưởng tiêu cực nghiêm trọng đến sức khỏe tâm thần.
94,đạt được,Đạt được hoặc có được điều gì đó thông qua nỗ lực.,Sinh viên phải đạt điểm tối thiểu để đủ điều kiện tham gia các chương trình học bổng của trường đại học.
95,xảy ra,Xảy ra hoặc diễn ra.,Biến đổi khí hậu được dự đoán sẽ dẫn đến tần suất xảy ra thiên tai ngày càng cao.
96,cơ hội,Một tình huống thuận lợi cho phép tiến bộ.,Tiếp cận với nền giáo dục chất lượng mang lại cho giới trẻ nhiều cơ hội kinh tế hơn.
97,kết quả,Kết quả hoặc hậu quả của một hành động.,Các chương trình can thiệp sớm thường mang lại kết quả học tập tốt hơn cho trẻ em.
98,tham gia,Tham gia vào một hoạt động hoặc sự kiện.,Cần khuyến khích người dân tích cực tham gia vào quá trình ra quyết định của chính quyền địa phương.
99,chính sách,Kế hoạch hoặc phương án hành động được một cơ quan có thẩm quyền thông qua.,Chính sách năng lượng hiệu quả là yếu tố thiết yếu để giảm lượng khí thải carbon của một quốc gia.
100,ô nhiễm,Gây ô nhiễm môi trường bằng các chất độc hại.,Các hoạt động công nghiệp tiếp tục gây ô nhiễm sông ngòi và làm tổn hại hệ sinh thái thủy sinh trên toàn cầu.
101,dân số,Tất cả cư dân của một địa điểm cụ thể.,Dân số già hóa đặt ra những thách thức đáng kể đối với hệ thống lương hưu và chăm sóc sức khỏe.
102,tích cực,Có tác dụng có lợi hoặc tốt.,Thái độ tích cực đối với việc học tập suốt đời có thể cải thiện đáng kể triển vọng nghề nghiệp.
103,tiềm năng,Có khả năng phát triển hoặc đạt được điều gì đó.,Trí tuệ nhân tạo có tiềm năng cách mạng hóa việc chẩn đoán và điều trị trong lĩnh vực chăm sóc sức khỏe.
104,ngăn chặn,Ngăn chặn điều gì đó xảy ra.,Các chương trình tiêm chủng là một trong những cách hiệu quả nhất để ngăn ngừa sự lây lan của bệnh tật.
105,sơ đẳng,Quan trọng nhất hoặc ưu tiên hàng đầu.,Mục tiêu chính của bất kỳ hệ thống y tế nào cũng phải là bảo vệ và nâng cao sức khỏe.
106,quá trình,Một chuỗi các bước để đạt được kết quả.,Quá trình dân chủ dựa trên việc công dân được tiếp cận với thông tin khách quan và chính xác.
107,sản xuất,Tạo ra hoặc làm ra một thứ gì đó.,Các nhà máy thải ra lượng khí thải cao phải tuân thủ các quy định nghiêm ngặt hơn.
108,khuyến khích,Hỗ trợ hoặc khuyến khích sự phát triển của một điều gì đó.,Các chiến dịch thúc đẩy thói quen ăn uống lành mạnh có thể giúp giảm tỷ lệ béo phì ở trẻ em.
109,đề xuất,Đưa ra một kế hoạch hoặc đề xuất.,Một số nhà kinh tế đã đề xuất thuế carbon như một giải pháp để giảm lượng khí thải.
110,bảo vệ,Để bảo vệ khỏi tổn hại hoặc hư hỏng.,Chính phủ có trách nhiệm bảo vệ người dân khỏi những hậu quả của ô nhiễm môi trường.
111,cung cấp,Cung cấp thứ gì đó cho ai đó.,Nhà nước phải cung cấp các dịch vụ chăm sóc sức khỏe cơ bản cho tất cả công dân mà không có sự phân biệt đối xử.
112,mục đích,Lý do tồn tại hoặc được thực hiện của một điều gì đó.,Mục đích chính của giáo dục đại học là trang bị cho sinh viên kỹ năng tư duy phản biện.
113,nâng lên,Làm rõ thêm hoặc thu hút sự chú ý đến một vấn đề nào đó.,Các tổ chức quốc tế tiếp tục nâng cao nhận thức về tác động của biến đổi khí hậu.
114,giảm bớt,Làm cho thứ gì đó nhỏ hơn hoặc ít hơn về số lượng.,Chính phủ đặt mục tiêu giảm lượng khí thải carbon xuống 50% trong vòng 20 năm tới.
115,phản ánh,Thể hiện hoặc suy nghĩ sâu sắc về một điều gì đó.,Các chính sách của chính phủ cần phản ánh chính xác nhu cầu và giá trị của đông đảo người dân.
116,vùng đất,Một khu vực rộng lớn với những đặc điểm riêng biệt.,Sự phát triển kinh tế có sự khác biệt rất lớn giữa các vùng ven biển và nội địa của đất nước.
117,điều chỉnh,Kiểm soát một thứ gì đó bằng các quy tắc.,Chính phủ cần ban hành quy định về việc sử dụng các nền tảng mạng xã hội để bảo vệ người dùng trẻ tuổi.
118,liên quan,Có mối liên hệ hoặc liên kết với điều gì đó.,Mức độ bất bình đẳng cao có liên quan mật thiết đến tỷ lệ tội phạm và bất ổn xã hội gia tăng.
119,giải phóng,Cho phép một thứ gì đó được tự do hoặc được giải phóng.,Các quy trình công nghiệp tiếp tục thải ra một lượng lớn chất gây ô nhiễm vào khí quyển.
120,phụ thuộc,Phụ thuộc vào ai đó hoặc điều gì đó.,Nhiều quốc gia đang phát triển vẫn phụ thuộc rất nhiều vào nhiên liệu hóa thạch để đáp ứng nhu cầu năng lượng của mình.
121,đại diện,Đại diện hoặc hành động thay mặt cho một điều gì đó.,Các quan chức được bầu có nghĩa vụ đại diện cho quyền lợi của cử tri một cách công bằng.
122,yêu cầu,Cần một thứ gì đó thiết yếu hoặc bắt buộc.,Giải quyết vấn đề biến đổi khí hậu đòi hỏi sự hợp tác quốc tế khẩn cấp và cam kết chính trị mạnh mẽ.
123,nghiên cứu,Tiến hành điều tra có hệ thống để xác lập những sự thật mới.,Cần đầu tư đáng kể vào nghiên cứu y khoa để chống lại các bệnh truyền nhiễm mới nổi.
124,nguồn lực,Nguồn cung cấp có thể được sử dụng cho một mục đích cụ thể.,Các quốc gia phải quản lý tài nguyên thiên nhiên của mình một cách có trách nhiệm để đảm bảo tính bền vững lâu dài.
125,trả lời,Phản ứng hoặc đáp lại điều gì đó.,Chính phủ phải phản ứng nhanh chóng trước các thảm họa thiên nhiên để giảm thiểu thương vong và thiệt hại.
126,kết quả,Điều gì đó xảy ra sau một hành động.,Chế độ ăn uống kém và lối sống ít vận động thường dẫn đến các vấn đề sức khỏe nghiêm trọng về lâu dài.
127,giữ lại,Tiếp tục giữ hoặc nắm giữ một thứ gì đó.,Các công ty cần phát triển những chiến lược tốt hơn để giữ chân nhân tài trong thị trường cạnh tranh.
128,tiết lộ,Làm cho điều gì đó trước đây bị che giấu trở nên công khai.,Nghiên cứu gần đây cho thấy mối tương quan mạnh mẽ giữa bất bình đẳng thu nhập và kết quả sức khỏe kém.
129,vai trò,Chức năng hoặc vị trí mà một người hoặc một vật nào đó nắm giữ.,Giáo dục đóng vai trò then chốt trong việc giảm thiểu bất bình đẳng xã hội và thúc đẩy sự dịch chuyển xã hội.
130,nông thôn,Liên quan đến vùng nông thôn hơn là thành thị.,Các cộng đồng nông thôn thường thiếu các nguồn lực giáo dục tương tự như dân cư thành thị.
131,lĩnh vực,Một bộ phận riêng biệt của nền kinh tế hoặc xã hội.,Khu vực công đóng vai trò quan trọng trong việc cung cấp các dịch vụ thiết yếu cho người dân.
132,có ý nghĩa,Quan trọng hoặc đủ lớn để gây ảnh hưởng.,Tỷ lệ tội phạm đã giảm đáng kể về mặt thống kê trong những thập kỷ gần đây.
133,xã hội,Một cộng đồng người cùng chung sống.,Một xã hội công bằng và chính trực phải đảm bảo cơ hội bình đẳng cho tất cả công dân.
134,giải pháp,Một cách giải quyết vấn đề.,Hợp tác quốc tế là cần thiết để tìm ra các giải pháp lâu dài cho biến đổi khí hậu toàn cầu.
135,nguồn,Nguồn gốc hoặc sự cung cấp của một thứ gì đó.,Các nhà nghiên cứu phải trích dẫn các nguồn đáng tin cậy khi trình bày bằng chứng trong các công trình học thuật.
136,tiêu chuẩn,Mức độ chất lượng hoặc thành tích được kỳ vọng.,Nâng cao chất lượng giáo dục được xem là yếu tố thiết yếu để cải thiện khả năng cạnh tranh kinh tế quốc gia.
137,chiến lược,Một kế hoạch được thiết kế để đạt được mục tiêu dài hạn.,Chính phủ vừa công bố một chiến lược quốc gia mới nhằm giải quyết vấn nạn béo phì ngày càng gia tăng.
138,kết cấu,Sự sắp xếp có tổ chức các bộ phận trong một vật thể nào đó.,Các cấu trúc xã hội cứng nhắc có thể cản trở sự thăng tiến xã hội và duy trì bất bình đẳng.
139,gợi ý,Đưa ra một ý tưởng hoặc khả năng nào đó.,Các bằng chứng cho thấy giáo dục mầm non mang lại những lợi ích lâu dài cho sự phát triển nhận thức.
140,ủng hộ,Hỗ trợ hoặc tranh luận ủng hộ một điều gì đó.,Hỗ trợ tài chính của chính phủ dành cho các doanh nghiệp nhỏ là vô cùng quan trọng trong thời kỳ suy thoái kinh tế.
141,duy trì,Duy trì hoặc giữ cho một điều gì đó tiếp diễn theo thời gian.,Việc áp dụng các chính sách duy trì tăng trưởng kinh tế mà không gây hại đến môi trường là vô cùng quan trọng.
142,hệ thống,Một tập hợp có tổ chức gồm các yếu tố liên quan với nhau.,Một hệ thống chăm sóc sức khỏe được đầu tư đầy đủ là điều thiết yếu để duy trì một dân số khỏe mạnh và năng suất.
143,mục tiêu,Một mục tiêu hoặc một nhóm được nhắm đến một cách cụ thể.,Các quốc gia cần đặt ra những mục tiêu đầy tham vọng để giảm phát thải khí nhà kính vào năm 2050.
144,công nghệ,Ứng dụng kiến ​​thức khoa học vào thực tiễn.,Những tiến bộ trong công nghệ đã giúp việc tiếp cận thông tin ở bất cứ đâu trên thế giới trở nên khả thi.
145,có khuynh hướng,Có khuynh hướng chung về một điều gì đó.,Các quốc gia giàu có thường thải ra lượng khí thải carbon bình quân đầu người cao hơn so với các nước đang phát triển.
146,lý thuyết,Một hệ thống các ý tưởng được sử dụng để giải thích các hiện tượng.,Thuyết tiến hóa của Darwin đã thay đổi căn bản sự hiểu biết của chúng ta về sự sống trên Trái đất.
147,truyền thống,Dựa trên các phong tục và tập quán lâu đời.,Toàn cầu hóa đã thách thức các giá trị truyền thống và bản sắc văn hóa trong nhiều xã hội.
148,biến đổi,Thay đổi hoàn toàn một thứ gì đó về hình thức hoặc bản chất.,Công nghệ kỹ thuật số có khả năng thay đổi cách thức làm việc và giao tiếp của con người.
149,xu hướng,Hướng phát triển tổng quát của một sự việc nào đó.,Xu hướng đô thị hóa toàn cầu không có dấu hiệu chậm lại trong những thập kỷ tới.
150,đô thị,Liên quan đến hoặc mang đặc điểm của một thành phố.,Quá trình đô thị hóa nhanh chóng đã tạo ra áp lực rất lớn lên cơ sở hạ tầng giao thông công cộng.
151,giá trị,Tầm quan trọng hoặc giá trị được gán cho một điều gì đó.,Các giá trị cốt lõi như bình đẳng và công lý là nền tảng của hầu hết các hiến pháp dân chủ hiện đại.
152,thay đổi,Khác biệt hoặc thay đổi tùy thuộc vào hoàn cảnh.,Tuổi thọ trung bình khác nhau đáng kể giữa các quốc gia tùy thuộc vào thu nhập và chất lượng chăm sóc sức khỏe.
153,nạn nhân,Người bị tổn hại do tội ác hoặc rủi ro.,Cần phải có các hệ thống hỗ trợ đầy đủ để giúp nạn nhân của bạo lực gia đình phục hồi.
154,phúc lợi,"Sức khỏe, hạnh phúc và sự an lành của một người.",Hệ thống phúc lợi xã hội cung cấp mạng lưới an sinh xã hội cho người dân trong thời kỳ thất nghiệp hoặc ốm đau.
155,truy cập,Khả năng hoặc quyền được có được hoặc sử dụng một thứ gì đó.,Đảm bảo quyền tiếp cận bình đẳng đối với dịch vụ chăm sóc sức khỏe là nghĩa vụ cơ bản của bất kỳ chính phủ công bằng nào.
156,thích nghi,Thích nghi với điều kiện hoặc hoàn cảnh mới.,"Để duy trì khả năng cạnh tranh, các doanh nghiệp phải liên tục thích ứng với điều kiện thị trường thay đổi nhanh chóng."
