id,front,back,example
12,चुनौती,एक कठिन समस्या या कार्य जिसके लिए प्रयास की आवश्यकता होती है।,जलवायु परिवर्तन आधुनिक समाज के सामने आने वाली सबसे बड़ी चुनौतियों में से एक है।
13,नागरिक,किसी राज्य का कानूनी रूप से मान्यता प्राप्त सदस्य।,लोकतांत्रिक चुनावों में भाग लेना प्रत्येक नागरिक का कर्तव्य है।
14,दावा,किसी बात को सत्य बताना या उसे अधिकार के रूप में मांगना।,कुछ शोधकर्ताओं का दावा है कि सोशल मीडिया किशोरों के मानसिक स्वास्थ्य के लिए हानिकारक है।
15,वर्गीकृत करें,चीजों को श्रेणियों या समूहों में व्यवस्थित करना।,वैज्ञानिक जीवों को उनकी आनुवंशिक और शारीरिक विशेषताओं के आधार पर वर्गीकृत करते हैं।
16,समुदाय,एक ही स्थान या रुचि को साझा करने वाले लोगों का समूह।,मजबूत सामुदायिक सहायता नेटवर्क बुजुर्गों के बीच सामाजिक अलगाव को कम करने में मदद करते हैं।
17,तुलना करना,चीजों के बीच समानता और अंतर का अध्ययन करना।,यह निबंध सार्वजनिक और निजी स्वास्थ्य सेवा प्रणालियों की प्रभावशीलता की तुलना करेगा।
18,जटिल,कई परस्पर जुड़े हुए भागों से बना; समझना कठिन।,गरीबी और अपराध के बीच का संबंध अत्यंत जटिल और बहुआयामी है।
19,अवधारणा,एक अमूर्त विचार या सामान्य सिद्धांत।,सतत विकास की अवधारणा आधुनिक पर्यावरण नीति का केंद्रबिंदु है।
20,चिंता,एक चिंता या मुद्दा जो बेचैनी या रुचि पैदा करता है।,प्लास्टिक प्रदूषण को लेकर बढ़ती चिंता ने कई सरकारों को कार्रवाई करने के लिए प्रेरित किया है।
21,निष्कर्ष,तर्क-वितर्क के बाद किसी निर्णय या राय पर पहुंचना।,अध्ययन से यह निष्कर्ष निकलता है कि नियमित व्यायाम अवसाद के जोखिम को काफी हद तक कम करता है।
22,स्थिति,किसी चीज को प्रभावित करने वाली स्थिति या परिस्थितियाँ।,ग्रामीण क्षेत्रों में जीवन स्थितियों में सुधार लाना नीति निर्माताओं के लिए एक प्राथमिकता बनी हुई है।
23,आचरण,किसी गतिविधि को अंजाम देना; व्यवहार या तरीका।,विश्वविद्यालय पांच वर्षों तक छात्रों के कल्याण पर एक दीर्घकालिक अध्ययन करेगा।
24,परिणाम,किसी क्रिया या घटना का परिणाम या प्रभाव।,वनों की कटाई से जैव विविधता और वैश्विक जलवायु पैटर्न पर गंभीर परिणाम होते हैं।
25,विचार करना,किसी निर्णय लेने से पहले उस पर अच्छी तरह विचार करना।,नीति निर्माताओं को सेवानिवृत्ति की आयु बढ़ाने के दीर्घकालिक प्रभावों पर विचार करना चाहिए।
26,निहित होना,भागों से बना या गठित होना।,"संतुलित आहार में प्रोटीन, कार्बोहाइड्रेट, वसा, विटामिन और खनिज शामिल होने चाहिए।"
27,उपभोग करना,किसी संसाधन का उपयोग करना या कुछ खाना/पीना।,विकसित देश प्रति व्यक्ति प्राकृतिक संसाधनों का उपभोग विकासशील देशों की तुलना में कहीं अधिक करते हैं।
28,योगदान देना,किसी सामूहिक प्रयास या परिणाम में योगदान देना या उसमें योगदान करना।,स्वयंसेवा व्यक्तिगत विकास और सामुदायिक कल्याण दोनों में महत्वपूर्ण योगदान दे सकती है।
29,नियंत्रण,किसी चीज को नियंत्रित करना या उस पर अधिकार रखना।,वायु प्रदूषण से निपटने के लिए औद्योगिक उत्सर्जन पर सरकार का कड़ा नियंत्रण आवश्यक है।
30,बनाएं,किसी चीज को अस्तित्व में लाना।,नवीकरणीय ऊर्जा में निवेश से अर्थव्यवस्था में हजारों नए रोजगार सृजित हो सकते हैं।
31,संस्कृति,"किसी समाज की मान्यताएं, रीति-रिवाज और कलाएं।",वैश्वीकरण ने दुनिया भर की स्थानीय संस्कृतियों को समृद्ध भी किया है और उनके लिए खतरा भी पैदा किया है।
32,डेटा,विश्लेषण के लिए एकत्रित किए गए तथ्य या आंकड़े।,प्रभावी जन स्वास्थ्य नीतियां विकसित करने के लिए विश्वसनीय डेटा आवश्यक है।
33,गिरावट,समय के साथ कम होना या छोटा हो जाना।,हाल के दशकों में मानवीय गतिविधियों के कारण जैव विविधता में तीव्र गिरावट आई है।
34,परिभाषित करना,किसी चीज का अर्थ या प्रकृति बताना।,नीतिगत समाधानों पर चर्चा करने से पहले 'स्थिरता' शब्द को स्पष्ट रूप से परिभाषित करना महत्वपूर्ण है।
35,माँग,किसी वस्तु या सेवा की आवश्यकता या इच्छा।,इलेक्ट्रिक वाहनों की बढ़ती मांग बैटरी प्रौद्योगिकी में नवाचार को बढ़ावा दे रही है।
36,निर्भर करना,किसी व्यक्ति या वस्तु पर सहारे के लिए निर्भर रहना।,कई विकासशील देश बुनियादी ढांचे के विकास के लिए विदेशी सहायता पर बहुत अधिक निर्भर हैं।
37,वर्णन करना,किसी बात का शब्दों में वर्णन करना।,रिपोर्ट में 1950 के बाद से वैश्विक औसत तापमान में हुई महत्वपूर्ण वृद्धि का वर्णन किया गया है।
38,विकास करना,"किसी चीज को विकसित करना, प्रगति करना या कुछ नया बनाना।",बढ़ती आबादी की जरूरतों को पूरा करने के लिए देशों को टिकाऊ कृषि का विकास करना होगा।
39,अंतर,एक ऐसा तरीका जिससे चीजें एक दूसरे से भिन्न होती हैं।,शहरी और ग्रामीण आबादी के आय स्तर में काफी अंतर है।
40,वितरित करें,किसी क्षेत्र में किसी चीज को फैलाना या पहुंचाना।,सरकारों का यह दायित्व है कि वे सार्वजनिक संसाधनों का नागरिकों के बीच समान रूप से वितरण करें।
41,विविध,इसमें कई अलग-अलग प्रकार या किस्में शामिल हैं।,एक विविध कार्यबल संगठन में विचारों और दृष्टिकोणों की एक विस्तृत श्रृंखला लेकर आता है।
42,आर्थिक,पैसे के उत्पादन और उपयोग से संबंधित।,तीव्र आर्थिक विकास ने एशिया में लाखों लोगों को गरीबी से बाहर निकाला है।
43,शिक्षा,व्यवस्थित निर्देश प्राप्त करने की प्रक्रिया।,गुणवत्तापूर्ण शिक्षा तक पहुंच को व्यापक रूप से एक मौलिक मानवाधिकार माना जाता है।
44,प्रभाव,किसी कारण से उत्पन्न परिवर्तन या परिणाम।,संज्ञानात्मक कार्यों पर नींद की कमी के दीर्घकालिक प्रभावों का अच्छी तरह से दस्तावेजीकरण किया गया है।
45,उभरना,अस्तित्व में आना या ज्ञात होना।,वैश्विक ऊर्जा संकट के समाधान के रूप में नई प्रौद्योगिकियां लगातार उभर रही हैं।
46,काम,किसी को वेतन के बदले काम पर रखना।,विनिर्माण क्षेत्र में राष्ट्रीय कार्यबल का एक बड़ा हिस्सा कार्यरत है।
47,ऊर्जा,प्राकृतिक या परिवर्तित संसाधनों से प्राप्त ऊर्जा।,ग्रीनहाउस गैस उत्सर्जन को कम करने के लिए नवीकरणीय ऊर्जा स्रोतों की ओर संक्रमण करना अत्यंत महत्वपूर्ण है।
48,पर्यावरण,किसी जीव का प्राकृतिक संसार या परिवेश।,प्राकृतिक पर्यावरण की रक्षा करना सरकारों और व्यक्तियों दोनों की प्राथमिकता होनी चाहिए।
49,स्थापित करना,किसी चीज को ठोस आधार पर स्थापित करना या बनाना।,सरकार ने वित्तीय क्षेत्र की निगरानी के लिए एक नया नियामक निकाय स्थापित किया है।
50,मूल्यांकन करना,किसी चीज के मूल्य या गुणवत्ता का आकलन करना।,किसी भी सूचना स्रोत का हवाला देने से पहले उसका आलोचनात्मक मूल्यांकन करना आवश्यक है।
51,प्रमाण,किसी निष्कर्ष का समर्थन करने वाले तथ्य या जानकारी।,धूम्रपान और कई गंभीर बीमारियों के बीच संबंध को दर्शाने वाले मजबूत अनुभवजन्य प्रमाण मौजूद हैं।
52,परीक्षण करना,किसी चीज की सावधानीपूर्वक जांच या निरीक्षण करना।,यह निबंध आर्थिक असमानता और अपराध दर के बीच संबंधों का विश्लेषण करेगा।
53,बढ़ाना,"आकार, संख्या या दायरे में वृद्धि होना।",कई निगम एशिया के उभरते बाजारों में अपने परिचालन का विस्तार करना चाहते हैं।
54,अपेक्षा करना,भविष्य में कुछ होने की उम्मीद रखना।,यह व्यापक रूप से माना जा रहा है कि स्वचालन आने वाले दशकों में रोजगार परिदृश्य को बदल देगा।
55,अनुभव,अभ्यास के माध्यम से प्राप्त ज्ञान या कौशल।,कार्य अनुभव से छात्रों को भविष्य में रोजगार के लिए व्यावहारिक कौशल विकसित करने में मदद मिलती है।
56,व्याख्या करना,किसी बात का वर्णन करके उसे स्पष्ट करना।,जटिल सिद्धांतों को स्पष्ट रूप से समझाने की प्रोफेसर की क्षमता ने उन्हें अत्यधिक सम्मानित बना दिया था।
57,कारक,एक ऐसा तत्व जो किसी परिणाम में योगदान देता है।,किसी व्यक्ति के दीर्घकालिक स्वास्थ्य परिणामों को निर्धारित करने में आहार और व्यायाम प्रमुख कारक हैं।
58,विशेषता,किसी वस्तु की एक विशिष्ट विशेषता या गुण।,सफल शहरी नियोजन की एक प्रमुख विशेषता सुलभ हरित स्थानों का प्रावधान है।
59,केंद्र,किसी चीज पर ध्यान या प्रयास केंद्रित करना।,सरकारी नीति को कम आय वाले परिवारों के लिए किफायती आवास उपलब्ध कराने पर ध्यान केंद्रित करना चाहिए।
60,समारोह,किसी वस्तु का उद्देश्य या भूमिका जिसे पूरा करने के लिए उसे बनाया गया है।,प्रतिरक्षा प्रणाली का प्राथमिक कार्य शरीर को बीमारियों से बचाना है।
61,उत्पन्न,किसी चीज का उत्पादन या सृजन करना।,सौर पैनल पूरे घर को बिजली देने के लिए पर्याप्त बिजली उत्पन्न कर सकते हैं।
62,वैश्विक,संपूर्ण विश्व से संबंधित या उसे समाहित करने वाला।,जलवायु परिवर्तन की चुनौतियों का प्रभावी ढंग से सामना करने के लिए वैश्विक सहयोग आवश्यक है।
63,को नियंत्रित करने वाले,किसी देश या संगठन को नियंत्रित या निर्देशित करना।,लोकतांत्रिक देशों का शासन इस प्रकार होना चाहिए जो जनता की इच्छा को प्रतिबिंबित करे।
64,विकास,आकार या मूल्य में वृद्धि की प्रक्रिया।,बेरोजगारी को कम करने और जीवन स्तर में सुधार लाने के लिए सतत आर्थिक विकास आवश्यक है।
65,चोट,किसी वस्तु को शारीरिक या मनोवैज्ञानिक रूप से हुई क्षति।,सोशल मीडिया का अत्यधिक उपयोग संवेदनशील युवाओं को मनोवैज्ञानिक नुकसान पहुंचा सकता है।
66,स्वास्थ्य,बीमारी या चोट से मुक्त होने की अवस्था।,बीमारियों के प्रसार को रोकने के लिए सरकारों को सार्वजनिक स्वास्थ्य अवसंरचना में निवेश करना चाहिए।
67,प्रभाव,किसी चीज पर गहरा प्रभाव या असर।,शहरीकरण का स्थानीय पारिस्थितिकी तंत्र और जल संसाधनों पर महत्वपूर्ण प्रभाव पड़ता है।
68,अमल में लाना,किसी योजना या निर्णय को लागू करना।,सरकार औद्योगिक कार्बन उत्सर्जन को कम करने के लिए नए नियम लागू करने की योजना बना रही है।
69,सुधार,गुणवत्ता में सुधार करना या बेहतर होना।,शिक्षा में निवेश दीर्घकालिक आर्थिक परिणामों को बेहतर बनाने का सबसे प्रभावी तरीका है।
70,बढ़ोतरी,किसी चीज की मात्रा बढ़ाना या उसे बढ़ाना।,वैश्विक स्तर पर बिकने वाले इलेक्ट्रिक वाहनों की संख्या में नाटकीय रूप से वृद्धि हुई है।
71,संकेत देना,किसी चीज को संभावित के रूप में दर्शाना या इंगित करना।,हाल के अध्ययनों से पता चलता है कि नियमित शारीरिक गतिविधि से दीर्घकालिक बीमारियों का खतरा कम होता है।
72,व्यक्ति,"एक अकेला व्यक्ति, जो समूह से अलग हो।",व्यक्तिगत अधिकारों की रक्षा किसी भी लोकतांत्रिक समाज की आधारशिला है।
73,प्रभाव,लोगों या वस्तुओं पर प्रभाव डालने की क्षमता।,सोशल मीडिया युवाओं के राजनीतिक विचारों पर गहरा प्रभाव डालता है।
74,आधारभूत संरचना,किसी समुदाय को सहारा देने वाली बुनियादी भौतिक प्रणालियाँ।,क्षेत्रीय आर्थिक विकास को बढ़ावा देने के लिए परिवहन अवसंरचना में निवेश करना अत्यंत महत्वपूर्ण है।
75,पहल,किसी समस्या के समाधान के उद्देश्य से बनाई गई नई योजना या कार्रवाई।,"सरकार ने युवाओं को विज्ञान, प्रौद्योगिकी, इंजीनियरिंग और गणित (एसटीईएम) के क्षेत्र में करियर बनाने के लिए प्रोत्साहित करने हेतु एक नई पहल शुरू की है।"
76,संस्था,एक सामाजिक उद्देश्य वाली प्रतिष्ठित संस्था।,निष्पक्ष और न्यायपूर्ण समाज सुनिश्चित करने के लिए लोकतांत्रिक संस्थाओं का स्वतंत्र रहना आवश्यक है।
77,शामिल होना,किसी चीज को भाग के रूप में शामिल करना या उसकी आवश्यकता होना।,प्रभावी शहरी नियोजन में निर्णय लेने की प्रक्रिया में निवासियों को सक्रिय रूप से शामिल किया जाना चाहिए।
78,मुद्दा,चर्चा के लिए एक महत्वपूर्ण विषय या समस्या।,जलवायु परिवर्तन आज अंतरराष्ट्रीय समुदाय के सामने सबसे गंभीर मुद्दों में से एक है।
79,औचित्य,किसी बात को सही या तर्कसंगत साबित करना या दर्शाना।,सरकारों को अपने नागरिकों के सामने रक्षा खर्च में वृद्धि को उचित ठहराने में सक्षम होना चाहिए।
80,कमी,किसी आवश्यक वस्तु का अभाव या कमी।,विकासशील देशों में स्वच्छ जल की अनुपलब्धता एक बड़ी चुनौती बनी हुई है।
81,आप LIMIT,एक ऐसा बिंदु जिसके आगे कोई चीज नहीं जा सकती।,देशों को कार्बन डाइऑक्साइड उत्सर्जन पर कानूनी रूप से बाध्यकारी सीमाएं तय करने पर सहमत होना होगा।
82,बनाए रखना,किसी चीज को उसकी वर्तमान स्थिति में बनाए रखना।,अत्यधिक शहरीकृत क्षेत्रों में जैव विविधता को बनाए रखना दिन-प्रतिदिन कठिन होता जा रहा है।
83,प्रमुख,अत्यंत महत्वपूर्ण या गंभीर विषय।,विश्व के कई सबसे बड़े शहरों में वायु प्रदूषण एक प्रमुख सार्वजनिक स्वास्थ्य चिंता का विषय है।
84,प्रबंधित करना,किसी चीज का प्रभारी होना या उसे नियंत्रित करना।,सतत विकास के लिए सरकारों को प्राकृतिक संसाधनों का सावधानीपूर्वक प्रबंधन करना आवश्यक है।
85,उपाय,किसी लक्ष्य को प्राप्त करने के लिए की गई कार्रवाई; मात्रा निर्धारित करना।,युवा बेरोजगारी की बढ़ती समस्या से निपटने के लिए सरकारों को निर्णायक कदम उठाने होंगे।
86,तरीका,किसी कार्य को व्यवस्थित रूप से करने का एक विशेष तरीका।,वैज्ञानिकों को अपने निष्कर्षों की वैधता सुनिश्चित करने के लिए कठोर अनुसंधान पद्धतियों को अपनाना चाहिए।
87,माइग्रेट,एक क्षेत्र या देश से दूसरे क्षेत्र या देश में जाना।,कई ग्रामीण श्रमिक बेहतर रोजगार के अवसरों की तलाश में शहरों की ओर पलायन करते हैं।
88,आधुनिक,वर्तमान समय से संबंधित; समकालीन।,आधुनिक तकनीक ने लोगों के संवाद करने और सूचना प्राप्त करने के तरीके को मौलिक रूप से बदल दिया है।
89,निगरानी करना,किसी चीज का समय के साथ अवलोकन और परीक्षण करना।,स्वास्थ्य अधिकारियों को घनी आबादी वाले शहरी क्षेत्रों में वायु गुणवत्ता की लगातार निगरानी करनी चाहिए।
90,राष्ट्रीय,किसी राष्ट्र से संबंधित या उसका विशिष्ट उदाहरण।,सरकार ने देश भर में शिक्षा को मानकीकृत करने के लिए एक राष्ट्रीय पाठ्यक्रम शुरू किया।
91,प्राकृतिक,प्रकृति में विद्यमान या प्रकृति द्वारा निर्मित।,प्राकृतिक संसाधनों का अत्यधिक दोहन पारिस्थितिक स्थिरता के लिए गंभीर खतरा पैदा करता है।
92,ज़रूरी,आवश्यक या बिल्कुल जरूरी।,आर्थिक विकास को बढ़ावा देने के लिए सरकारों के लिए बुनियादी ढांचे में निवेश करना आवश्यक है।
93,नकारात्मक,प्रकृति या प्रभाव में हानिकारक या प्रतिकूल।,ऑनलाइन उत्पीड़न के लंबे समय तक संपर्क में रहने से मानसिक स्वास्थ्य पर गंभीर नकारात्मक प्रभाव पड़ सकते हैं।
94,प्राप्त,किसी चीज को प्रयास के माध्यम से प्राप्त करना या हासिल करना।,विश्वविद्यालय छात्रवृत्ति कार्यक्रमों के लिए अर्हता प्राप्त करने के लिए छात्रों को न्यूनतम अंक प्राप्त करने होंगे।
95,घटित होना,घटित होना या होना।,जलवायु परिवर्तन के कारण प्राकृतिक आपदाओं के अधिक बार होने की आशंका है।
96,अवसर,एक अनुकूल परिस्थिति जो प्रगति की अनुमति देती है।,गुणवत्तापूर्ण शिक्षा तक पहुंच युवाओं को बेहतर आर्थिक अवसर प्रदान करती है।
97,नतीजा,किसी क्रिया का परिणाम या नतीजा।,प्रारंभिक हस्तक्षेप कार्यक्रम बच्चों के लिए बेहतर शैक्षिक परिणाम देने की प्रवृत्ति रखते हैं।
98,हिस्सा लेना,किसी गतिविधि या आयोजन में भाग लेना।,नागरिकों को स्थानीय सरकार के निर्णय लेने की प्रक्रिया में सक्रिय रूप से भाग लेने के लिए प्रोत्साहित किया जाना चाहिए।
99,नीति,किसी प्राधिकरण द्वारा अपनाई गई योजना या कार्यप्रणाली।,किसी राष्ट्र के कार्बन फुटप्रिंट को कम करने के लिए प्रभावी ऊर्जा नीति आवश्यक है।
100,नापाक,हानिकारक पदार्थों से पर्यावरण को प्रदूषित करना।,औद्योगिक गतिविधियों के कारण वैश्विक स्तर पर नदियाँ प्रदूषित हो रही हैं और जलीय पारिस्थितिक तंत्रों को नुकसान पहुँच रहा है।
101,जनसंख्या,किसी विशेष स्थान के सभी निवासी।,बढ़ती उम्र वाली आबादी पेंशन और स्वास्थ्य देखभाल प्रणालियों के लिए महत्वपूर्ण चुनौतियां पेश करती है।
102,सकारात्मक,जिसका लाभकारी या अच्छा प्रभाव हो।,जीवन भर सीखने के प्रति सकारात्मक दृष्टिकोण रखने से करियर की संभावनाओं में काफी सुधार हो सकता है।
103,संभावना,किसी चीज को विकसित करने या हासिल करने की क्षमता होना।,कृत्रिम बुद्धिमत्ता में स्वास्थ्य सेवा के निदान और उपचार को बदलने की क्षमता है।
104,रोकना,किसी घटना को घटित होने से रोकना।,टीकाकरण कार्यक्रम बीमारियों के प्रसार को रोकने के सबसे प्रभावी तरीकों में से एक है।
105,प्राथमिक,प्राथमिकता क्रम में सबसे महत्वपूर्ण या पहला।,किसी भी स्वास्थ्य प्रणाली का प्राथमिक लक्ष्य स्वास्थ्य की रक्षा और उसे बढ़ावा देना होना चाहिए।
106,प्रक्रिया,किसी परिणाम को प्राप्त करने के लिए उठाए जाने वाले कदमों की एक श्रृंखला।,लोकतांत्रिक प्रक्रिया इस बात पर निर्भर करती है कि नागरिकों को निष्पक्ष और सटीक जानकारी तक पहुंच प्राप्त हो।
107,उत्पादन करना,किसी चीज को बनाना या सृजित करना।,उच्च स्तर का उत्सर्जन करने वाले कारखानों को सख्त नियमों के अधीन होना चाहिए।
108,पदोन्नति करना,किसी चीज के विकास को समर्थन या प्रोत्साहन देना।,स्वस्थ खान-पान की आदतों को बढ़ावा देने वाले अभियान बचपन के मोटापे की दर को कम करने में मदद कर सकते हैं।
109,का प्रस्ताव,कोई योजना या सुझाव प्रस्तुत करना।,कई अर्थशास्त्रियों ने उत्सर्जन को कम करने के समाधान के रूप में कार्बन टैक्स का प्रस्ताव दिया है।
110,रक्षा करना,किसी प्रकार की हानि या क्षति से सुरक्षित रखने के लिए।,सरकारों का यह कर्तव्य है कि वे नागरिकों को पर्यावरण प्रदूषण के दुष्परिणामों से बचाएं।
111,उपलब्ध करवाना,किसी को कोई चीज उपलब्ध कराना।,राज्य को बिना किसी भेदभाव के सभी नागरिकों को बुनियादी स्वास्थ्य सेवाएँ प्रदान करनी चाहिए।
112,उद्देश्य,किसी चीज के अस्तित्व या क्रिया के होने का कारण।,उच्च शिक्षा का मुख्य उद्देश्य छात्रों को आलोचनात्मक सोच कौशल से लैस करना है।
113,उठाना,किसी मामले को बढ़ाना या उस पर ध्यान दिलाना।,अंतर्राष्ट्रीय संगठन जलवायु परिवर्तन के प्रभावों के बारे में जागरूकता बढ़ाने का काम जारी रखे हुए हैं।
114,कम करना,किसी चीज की मात्रा कम करना या उसे छोटा करना।,सरकार का लक्ष्य अगले बीस वर्षों में कार्बन उत्सर्जन को 50% तक कम करना है।
115,प्रतिबिंबित होना,किसी बात पर गहराई से विचार करना या उसे दर्शाना।,सरकारी नीतियों को व्यापक जनसमुदाय की जरूरतों और मूल्यों को सटीक रूप से प्रतिबिंबित करना चाहिए।
116,क्षेत्र,विशिष्ट विशेषताओं वाला एक विशाल क्षेत्र।,देश के तटीय और अंतर्देशीय क्षेत्रों के बीच आर्थिक विकास में व्यापक भिन्नता है।
117,विनियमित,नियमों के माध्यम से किसी चीज को नियंत्रित करना।,युवा उपयोगकर्ताओं की सुरक्षा के लिए सरकारों को सोशल मीडिया प्लेटफॉर्म के उपयोग को विनियमित करना चाहिए।
118,संबंधित,किसी चीज से संबंध या जुड़ाव होना।,उच्च स्तर की असमानता का संबंध अपराध दर में वृद्धि और सामाजिक अशांति से घनिष्ठ रूप से जुड़ा हुआ है।
119,मुक्त करना,किसी चीज को मुक्त या मुक्त होने देना।,औद्योगिक प्रक्रियाओं के परिणामस्वरूप वायुमंडल में बड़ी मात्रा में प्रदूषक पदार्थ उत्सर्जित होते रहते हैं।
120,भरोसा करना,किसी व्यक्ति या वस्तु पर निर्भर होना।,कई विकासशील देश अभी भी अपनी ऊर्जा जरूरतों के लिए जीवाश्म ईंधन पर बहुत अधिक निर्भर हैं।
