id,front,back,example
28,contribuir,Dar o añadir a un esfuerzo o resultado colectivo.,El voluntariado puede contribuir en gran medida tanto al desarrollo personal como al bienestar de la comunidad.
29,control,Regular o tener poder sobre algo.,Es necesario un control gubernamental más estricto de las emisiones industriales para combatir la contaminación del aire.
30,crear,Traer algo a la existencia.,La inversión en energía renovable puede crear miles de nuevos empleos en toda la economía.
31,cultura,"Las creencias, costumbres y artes de una sociedad.",La globalización ha enriquecido y amenazado a la vez las culturas locales en todo el mundo.
32,datos,Hechos o estadísticas recopilados para su análisis.,Contar con datos fiables es esencial para desarrollar políticas de salud pública eficaces.
33,rechazar,Disminuir o hacerse más pequeño con el tiempo.,En las últimas décadas se ha producido una marcada disminución de la biodiversidad debido a la actividad humana.
34,definir,Para indicar el significado o la naturaleza de algo.,Es importante definir claramente el término “sostenibilidad” antes de discutir soluciones políticas.
35,demanda,La necesidad o deseo de un bien o servicio.,La creciente demanda de vehículos eléctricos está impulsando la innovación en la tecnología de baterías.
36,depender,Confiar en alguien o algo para recibir apoyo.,Muchos países en desarrollo dependen en gran medida de la ayuda extranjera para el desarrollo de su infraestructura básica.
37,describir,Dar cuenta de algo con palabras.,El informe describe un aumento significativo de las temperaturas medias mundiales desde 1950.
38,desarrollar,"Crecer, progresar o crear algo nuevo.",Los países deben desarrollar una agricultura sostenible para satisfacer las necesidades de una población en crecimiento.
39,diferencia,Una forma en la que las cosas son diferentes entre sí.,Existe una diferencia significativa en los niveles de ingresos entre las poblaciones urbanas y rurales.
40,distribuir,Extender o entregar algo a través de un área.,Los gobiernos tienen la responsabilidad de distribuir los recursos públicos equitativamente entre los ciudadanos.
41,diverso,Incluyendo muchos tipos y variedades diferentes.,Una fuerza laboral diversa aporta una gama más amplia de perspectivas e ideas a una organización.
42,económico,Relativo a la producción y uso del dinero.,El rápido desarrollo económico ha sacado a millones de personas de la pobreza en Asia.
43,educación,El proceso de recibir instrucción sistemática.,El acceso a una educación de calidad se considera ampliamente un derecho humano fundamental.
44,efecto,Un cambio o resultado producido por una causa.,Los efectos a largo plazo de la falta de sueño sobre la función cognitiva están bien documentados.
45,surgir,Llegar a existir o hacerse conocido.,Siguen surgiendo nuevas tecnologías como soluciones a la crisis energética mundial.
46,emplear,Contratar a alguien para que trabaje a cambio de una remuneración.,El sector manufacturero sigue empleando a una gran proporción de la fuerza laboral nacional.
47,energía,Energía derivada de recursos naturales o convertidos.,La transición a fuentes de energía renovables es crucial para reducir las emisiones de gases de efecto invernadero.
48,ambiente,El mundo natural o entorno de un organismo.,La protección del medio ambiente natural debe ser una prioridad tanto para los gobiernos como para los individuos.
49,establecer,Establecer o crear algo sobre una base firme.,El gobierno estableció un nuevo organismo regulador para supervisar el sector financiero.
50,evaluar,Para valorar el valor o la calidad de algo.,Es esencial evaluar críticamente las fuentes de información antes de citarlas.
51,evidencia,Hechos o información que respaldan una conclusión.,Existe una sólida evidencia empírica que vincula el hábito de fumar con una variedad de enfermedades graves.
52,examinar,Investigar o inspeccionar algo cuidadosamente.,Este ensayo examinará la relación entre la desigualdad económica y las tasas de delincuencia.
53,expandir,"Aumentar en tamaño, número o alcance.",Muchas corporaciones buscan expandir sus operaciones a los mercados emergentes de Asia.
54,esperar,Creer que algo sucederá en el futuro.,Se espera ampliamente que la automatización transforme el panorama laboral dentro de unas décadas.
55,experiencia,Conocimiento o habilidad adquirida a través de la práctica.,Las prácticas laborales ayudan a los estudiantes a desarrollar habilidades prácticas para el empleo futuro.
56,explicar,Hacer algo claro describiéndolo.,La capacidad de la profesora para explicar con claridad teorías complejas la hizo muy respetada.
57,factor,Un elemento que contribuye a un resultado.,La dieta y el ejercicio son factores clave para determinar la salud a largo plazo de un individuo.
58,característica,Una característica o atributo distintivo de algo.,Una característica clave de una planificación urbana exitosa es la provisión de espacios verdes accesibles.
59,enfocar,Concentrar la atención o el esfuerzo en algo.,La política gubernamental debería centrarse en proporcionar viviendas asequibles para las familias de bajos ingresos.
60,función,El propósito o función que algo está diseñado para cumplir.,La función principal del sistema inmunológico es proteger al cuerpo de las enfermedades.
61,generar,Producir o crear algo.,Los paneles solares pueden generar suficiente electricidad para abastecer a un hogar entero.
62,global,Relativo o que abarca el mundo entero.,La cooperación mundial es esencial para abordar eficazmente los desafíos del cambio climático.
63,gobernar,Controlar o dirigir un país u organización.,Las naciones democráticas deben ser gobernadas de una manera que refleje la voluntad del pueblo.
64,crecimiento,El proceso de aumentar de tamaño o valor.,El crecimiento económico sostenido es necesario para reducir el desempleo y mejorar el nivel de vida.
65,dañar,Daño físico o psicológico causado a algo.,El uso excesivo de las redes sociales puede causar daños psicológicos a los jóvenes vulnerables.
66,salud,El estado de estar libre de enfermedad o lesión.,Los gobiernos deben invertir en infraestructura de salud pública para prevenir la propagación de enfermedades.
67,impacto,Un fuerte efecto o influencia sobre algo.,La urbanización tiene un impacto significativo en los ecosistemas locales y los recursos hídricos.
68,implementar,Poner en práctica un plan o una decisión.,El gobierno planea implementar nuevas regulaciones para reducir las emisiones industriales de carbono.
69,mejorar,Hacer o mejorar en calidad.,La inversión en educación es la forma más eficaz de mejorar los resultados económicos a largo plazo.
70,aumentar,Llegar a ser o hacer algo mayor en cantidad.,Ha habido un aumento espectacular en el número de vehículos eléctricos vendidos a nivel mundial.
71,indicar,Mostrar o señalar algo como probable.,Estudios recientes indican que la actividad física regular reduce el riesgo de enfermedades crónicas.
72,individual,"Una sola persona, distinta de un grupo.",La protección de los derechos individuales es una piedra angular de cualquier sociedad democrática.
73,influencia,El poder de tener un efecto sobre las personas o las cosas.,Las redes sociales ejercen una profunda influencia en las opiniones políticas de los jóvenes.
74,infraestructura,Sistemas físicos básicos que sustentan una comunidad.,Invertir en infraestructura de transporte es vital para estimular el desarrollo económico regional.
75,iniciativa,Un nuevo plan o acción destinado a resolver un problema.,El gobierno lanzó una nueva iniciativa para alentar a los jóvenes a seguir carreras STEM.
76,institución,Una organización establecida con un propósito social.,Las instituciones democráticas deben seguir siendo independientes para garantizar una sociedad justa y equitativa.
77,involucrar,Incluir o requerir algo como parte.,Una planificación urbana eficaz debe involucrar activamente a los residentes en el proceso de toma de decisiones.
78,asunto,Un tema o problema importante para discutir.,El cambio climático es uno de los problemas más urgentes que enfrenta hoy la comunidad internacional.
79,justificar,Mostrar o probar que algo es correcto o razonable.,Los gobiernos deben poder justificar ante sus ciudadanos el aumento del gasto en defensa.
80,falta,Ausencia o escasez de algo necesario.,La falta de acceso al agua potable sigue siendo un gran desafío en los países en desarrollo.
81,límite,Un punto más allá del cual algo no puede ir.,Las naciones deben acordar límites legalmente vinculantes a las emisiones de dióxido de carbono.
82,mantener,Mantener algo en su estado o condición actual.,Cada vez es más difícil mantener la biodiversidad en zonas altamente urbanizadas.
83,importante,De gran importancia o gravedad.,La contaminación del aire es un importante problema de salud pública en muchas de las ciudades más grandes del mundo.
84,administrar,Estar a cargo o controlar algo.,El desarrollo sostenible requiere que los gobiernos gestionen cuidadosamente los recursos naturales.
85,medida,Una acción realizada para lograr un objetivo; cuantificar.,Los gobiernos deben tomar medidas decisivas para abordar el creciente problema del desempleo juvenil.
86,método,Una forma particular de hacer algo sistemáticamente.,Los científicos deben adoptar métodos de investigación rigurosos para garantizar la validez de sus hallazgos.
87,emigrar,Mudarse de una región o país a otro.,Muchos trabajadores rurales migran a las ciudades en busca de mejores oportunidades de empleo.
88,moderno,Relativo al tiempo presente; contemporáneo.,La tecnología moderna ha cambiado fundamentalmente la forma en que las personas se comunican y acceden a la información.
89,monitor,Observar y comprobar algo a lo largo del tiempo.,Las autoridades sanitarias deben monitorear continuamente la calidad del aire en áreas urbanas densamente pobladas.
90,nacional,Relativo a una nación entera o típico de ella.,El gobierno introdujo un currículo nacional para estandarizar la educación en todo el país.
91,natural,Existente o producido por la naturaleza.,La sobreexplotación de los recursos naturales supone una grave amenaza para la sostenibilidad ecológica.
92,necesario,Requerido o absolutamente necesario.,Es necesario que los gobiernos inviertan en infraestructura para apoyar el crecimiento económico.
93,negativo,Dañino o desfavorable por su naturaleza o efecto.,La exposición prolongada al acoso en línea puede tener graves efectos negativos en la salud mental.
94,obtener,Obtener o adquirir algo mediante el esfuerzo.,Los estudiantes deben obtener una calificación mínima para calificar para los programas de becas universitarias.
95,ocurrir,Suceder o tener lugar.,Se prevé que los desastres naturales ocurran con mayor frecuencia debido al cambio climático.
96,oportunidad,Una situación favorable que permite avanzar.,El acceso a una educación de calidad ofrece a los jóvenes mayores oportunidades económicas.
97,resultado,El resultado o consecuencia de una acción.,Los programas de intervención temprana tienden a producir mejores resultados educativos para los niños.
98,participar,Participar en una actividad o evento.,Se debe alentar a los ciudadanos a participar activamente en la toma de decisiones del gobierno local.
99,política,Un plan o curso de acción adoptado por una autoridad.,Una política energética eficaz es esencial para reducir la huella de carbono de un país.
100,contaminar,Contaminar el medio ambiente con sustancias nocivas.,Las actividades industriales continúan contaminando los ríos y dañando los ecosistemas acuáticos a nivel mundial.
101,población,Todos los habitantes de un lugar determinado.,Una población que envejece plantea desafíos importantes para los sistemas de pensiones y de atención sanitaria.
102,positivo,Que tiene un efecto beneficioso o bueno.,Una actitud positiva hacia el aprendizaje permanente puede mejorar significativamente las perspectivas profesionales.
103,potencial,Tener la capacidad de desarrollar o lograr algo.,La inteligencia artificial tiene el potencial de transformar el diagnóstico y el tratamiento de la atención médica.
104,prevenir,Para evitar que algo suceda.,Los programas de vacunación son una de las formas más eficaces de prevenir la propagación de enfermedades.
105,primario,Más importante o primero en orden de prioridad.,El objetivo principal de cualquier sistema de salud debe ser proteger y promover el bienestar.
106,proceso,Una serie de pasos para lograr un resultado.,El proceso democrático depende de que los ciudadanos tengan acceso a información imparcial y precisa.
107,producir,Hacer o crear algo.,Las fábricas que producen altos niveles de emisiones deben estar sujetas a regulaciones más estrictas.
108,promover,Apoyar o fomentar el desarrollo de algo.,Las campañas que promueven hábitos alimentarios saludables pueden ayudar a reducir las tasas de obesidad infantil.
109,proponer,Presentar un plan o sugerencia.,Varios economistas han propuesto un impuesto al carbono como solución para reducir las emisiones.
110,proteger,Para mantenerse a salvo de cualquier daño o perjuicio.,Los gobiernos tienen el deber de proteger a los ciudadanos de las consecuencias de la contaminación ambiental.
111,proporcionar,Poner algo a disposición de alguien.,El Estado debe proporcionar servicios básicos de salud a todos los ciudadanos sin discriminación.
112,objetivo,La razón por la cual algo existe o se hace.,El objetivo principal de la educación superior es dotar a los estudiantes de habilidades de pensamiento crítico.
113,aumentar,Aumentar o llamar la atención sobre un asunto.,Las organizaciones internacionales continúan creando conciencia sobre los efectos del cambio climático.
114,reducir,Hacer algo más pequeño o menos en cantidad.,El gobierno pretende reducir las emisiones de carbono en un 50% en los próximos veinte años.
115,reflejar,Mostrar o pensar profundamente sobre algo.,Las políticas gubernamentales deben reflejar con precisión las necesidades y valores de la población en general.
116,región,Un área amplia con características distintivas.,El desarrollo económico varía ampliamente entre las regiones costeras e interiores del país.
117,regular,Controlar algo por medio de reglas.,Los gobiernos deben regular el uso de las plataformas de redes sociales para proteger a los usuarios jóvenes.
118,relatar,Tener una conexión o vínculo con algo.,Los altos niveles de desigualdad están estrechamente relacionados con el aumento de las tasas de delincuencia y malestar social.
119,liberar,Permitir que algo sea libre o descargado.,Los procesos industriales continúan liberando grandes cantidades de contaminantes a la atmósfera.
120,confiar,Depender de alguien o de algo.,Muchos países en desarrollo todavía dependen en gran medida de los combustibles fósiles para sus necesidades energéticas.
121,representar,Representar o actuar en nombre de algo.,Los funcionarios electos tienen el deber de representar los intereses de sus electores de manera justa.
122,requerir,Necesitar algo como esencial u obligatorio.,Para hacer frente al cambio climático se necesita urgente cooperación internacional y compromiso político.
123,investigación,Investigación sistemática para establecer nuevos hechos.,Se necesita una inversión significativa en investigación médica para combatir las enfermedades infecciosas emergentes.
124,recurso,Un suministro que puede utilizarse para un propósito.,Las naciones deben gestionar sus recursos naturales de manera responsable para garantizar la sostenibilidad a largo plazo.
125,responder,Reaccionar o responder a algo.,Los gobiernos deben responder rápidamente a los desastres naturales para minimizar las víctimas y el sufrimiento.
126,resultado,Algo que sigue como consecuencia de una acción.,La mala alimentación y los estilos de vida sedentarios suelen provocar graves problemas de salud a largo plazo.
127,retener,Continuar manteniendo o sujetando algo.,Las empresas deben desarrollar mejores estrategias para retener a los empleados talentosos en mercados competitivos.
128,revelar,Dar a conocer algo que antes estaba oculto.,Investigaciones recientes revelan una fuerte correlación entre la desigualdad de ingresos y los malos resultados en materia de salud.
129,role,La función o posición que tiene alguien o algo.,La educación desempeña un papel crucial en la reducción de la desigualdad social y la promoción de la movilidad social.
130,rural,Relativo al campo más que a las ciudades.,Las comunidades rurales a menudo carecen de acceso a los mismos recursos educativos que las poblaciones urbanas.
131,sector,Una parte distinta de la economía o la sociedad.,El sector público desempeña un papel vital en la prestación de servicios esenciales a los ciudadanos.
132,significativo,Importante o lo suficientemente grande como para tener efecto.,En las últimas décadas se ha producido una reducción estadísticamente significativa de las tasas de delincuencia.
133,sociedad,Una comunidad de personas que viven juntas.,Una sociedad justa y equitativa debe garantizar la igualdad de oportunidades para todos sus ciudadanos.
134,solución,Una forma de resolver un problema.,La cooperación internacional es necesaria para encontrar soluciones a largo plazo al cambio climático global.
135,fuente,El origen o suministro de algo.,Los investigadores deben citar fuentes confiables al presentar evidencia en el trabajo académico.
136,estándar,Un nivel de calidad o logro esperado.,Se considera que elevar los niveles educativos es esencial para mejorar la competitividad económica nacional.
137,estrategia,Un plan diseñado para lograr un objetivo a largo plazo.,El gobierno dio a conocer una nueva estrategia nacional para abordar los crecientes niveles de obesidad.
138,estructura,La disposición organizada de las partes de algo.,Las estructuras sociales rígidas pueden impedir la movilidad ascendente y perpetuar la desigualdad.
139,sugerir,Presentar una idea o posibilidad.,La evidencia sugiere que la educación en la primera infancia tiene beneficios duraderos para el desarrollo cognitivo.
140,apoyo,Dar ayuda o argumentar a favor de algo.,El apoyo financiero del gobierno a las pequeñas empresas es crucial durante las crisis económicas.
141,sostener,Mantener o hacer que algo siga funcionando a lo largo del tiempo.,Es vital adoptar políticas que sostengan el crecimiento económico sin dañar el medio ambiente.
142,sistema,Un conjunto organizado de elementos interrelacionados.,Un sistema de salud bien financiado es esencial para mantener una población sana y productiva.
143,objetivo,Un objetivo o grupo dirigido específicamente a un objetivo.,Los países deben establecer objetivos ambiciosos para reducir las emisiones de gases de efecto invernadero para 2050.
144,tecnología,Conocimiento científico aplicado a fines prácticos.,Los avances tecnológicos han hecho posible el acceso a la información desde cualquier parte del mundo.
145,tender,Tener una inclinación general hacia algo.,Las naciones más ricas tienden a producir más emisiones de carbono per cápita que los países en desarrollo.
146,teoría,Un sistema de ideas utilizado para explicar fenómenos.,La teoría de la evolución de Darwin cambió fundamentalmente nuestra comprensión de la vida en la Tierra.
147,tradicional,Basado en costumbres y prácticas establecidas desde hace mucho tiempo.,La globalización ha desafiado los valores tradicionales y las identidades culturales en muchas sociedades.
148,transformar,Cambiar algo completamente en su forma o naturaleza.,La tecnología digital tiene el poder de transformar la forma en que las personas trabajan y se comunican.
149,tendencia,Una dirección general en la que algo se está desarrollando.,La tendencia mundial hacia la urbanización no muestra signos de desaceleración en las próximas décadas.
150,urbano,Relativo o característico de una ciudad.,El rápido desarrollo urbano ha ejercido una enorme presión sobre la infraestructura de transporte público.
151,valor,La importancia o valor asignado a algo.,Valores fundamentales como la igualdad y la justicia sustentan la mayoría de las constituciones democráticas modernas.
152,variar,Ser diferente o cambiar según las condiciones.,La esperanza de vida varía significativamente entre países dependiendo del ingreso y la calidad de la atención médica.
153,víctima,Una persona perjudicada por un delito o desgracia.,Deben existir sistemas de apoyo adecuados para ayudar a las víctimas de violencia doméstica a recuperarse.
154,bienestar,"La salud, la felicidad y el bienestar de una persona.",El estado de bienestar proporciona una red de seguridad para los ciudadanos durante períodos de desempleo o enfermedad.
155,acceso,La capacidad o derecho de obtener o usar algo.,Garantizar la igualdad de acceso a la atención sanitaria es una obligación fundamental de cualquier gobierno justo.
156,adaptar,Adaptarse a nuevas condiciones o circunstancias.,Las empresas deben adaptarse continuamente a las condiciones del mercado que cambian rápidamente para seguir siendo competitivas.
157,DIRECCIÓN,Tratar o hablar sobre un problema.,Los responsables políticos deben abordar urgentemente el problema del aumento del número de personas sin hogar en las grandes ciudades.
158,adecuado,Satisfactorio o suficiente para un propósito particular.,Todo niño tiene derecho a recibir un nivel adecuado de educación y nutrición.
159,agencia,Una organización que actúa en nombre de otra; autonomía.,Se creó una agencia gubernamental específicamente para supervisar los asuntos de protección ambiental.
160,argumentar,Presentar razones en apoyo de una posición.,Muchos economistas sostienen que el libre comercio beneficia tanto a los países en desarrollo como a los desarrollados.
161,consciente,Tener conocimiento o conciencia de algo.,Los jóvenes son cada vez más conscientes de las consecuencias del cambio climático en su futuro.
162,balance,Una distribución igualitaria o equilibrio estable.,Se necesita un enfoque equilibrado que promueva el crecimiento económico y al mismo tiempo proteja el medio ambiente.
163,barrera,Algo que impide el acceso o el progreso.,Las barreras financieras siguen impidiendo que muchos estudiantes talentosos accedan a la educación superior.
164,comportamiento,La forma en que actúa una persona u organismo.,Los programas educativos pueden cambiar eficazmente el comportamiento y promover opciones de estilo de vida más saludables.
165,presupuesto,Una estimación de ingresos y gastos para un período.,Los gobiernos deben asignar una porción suficiente del presupuesto nacional a la educación pública.
166,capital,Riqueza utilizada para generar ingresos; sede del gobierno de un país.,Invertir en capital humano a través de la educación produce importantes beneficios económicos a largo plazo.
167,cuadro,Una representación visual de datos; para registrar datos.,El gráfico ilustra un aumento constante de las temperaturas medias mundiales entre 1980 y 2020.
168,elección,Una selección realizada entre las alternativas disponibles.,Los gobiernos deben respetar la elección individual y garantizar que los ciudadanos estén bien informados.
169,recolectar,Recopilar elementos o información juntos.,Los investigadores recopilan datos de miles de participantes para garantizar la confiabilidad estadística.
170,comprometerse,Comprometerse o dedicarse a un curso de acción.,Las naciones deben comprometerse a firmar acuerdos vinculantes para reducir significativamente sus emisiones de gases de efecto invernadero.
171,comunicar,Para compartir o intercambiar información de manera efectiva.,La capacidad de comunicarse con claridad y de manera persuasiva es esencial en la vida académica y profesional.
172,competir,Luchar contra otros por el mismo objetivo.,Las naciones deben invertir en educación e innovación para competir eficazmente en la economía global.
173,conflicto,Un desacuerdo serio o una lucha prolongada.,Los conflictos armados siguen desplazando a millones de personas en diversas regiones del mundo.
174,contrato,Un acuerdo legal formal entre partes.,Los trabajadores siempre deben leer atentamente un contrato de trabajo antes de firmar cualquier documento.
175,afrontar,Para afrontar eficazmente una situación difícil.,Muchas comunidades luchan por hacer frente a la creciente frecuencia de desastres naturales.
176,corrupto,Deshonesto o dispuesto a actuar de manera poco ética para obtener ganancias.,Los funcionarios corruptos que hacen mal uso de los fondos públicos socavan la confianza que los ciudadanos depositan en el gobierno.
177,costo,La cantidad necesaria para comprar o hacer algo.,El aumento del costo de vida ha hecho que sea cada vez más difícil para las familias de bajos ingresos poder costear una vivienda.
178,delito,Un acto ilegal castigado por la ley.,Abordar las causas profundas de la pobreza es esencial para reducir las tasas de delitos violentos.
179,crisis,Un momento de intensa dificultad o peligro.,La crisis financiera mundial de 2008 demostró cuán interconectadas se han vuelto las economías modernas.
180,crítico,Requiere un análisis cuidadoso y es de gran importancia.,El pensamiento crítico es una habilidad esencial para analizar cuestiones complejas en la vida académica y profesional.
181,disminuir,Hacerse o volverse más pequeño en tamaño o cantidad.,Se ha observado una disminución constante en el número de personas que viven en extrema pobreza a nivel mundial.
182,democracia,Un sistema de gobierno por representantes elegidos.,Una democracia vibrante depende de una ciudadanía bien informada y de una prensa libre.
183,detectar,Descubrir o identificar la presencia de algo.,Las herramientas de detección avanzadas pueden detectar ciertos tipos de cáncer en una etapa temprana y más tratable.
184,enfermedad,Una enfermedad causada por una infección o un mal funcionamiento.,Prevenir la propagación de enfermedades infecciosas requiere una inversión significativa en infraestructura de salud pública.
185,doméstico,Relativo a la casa o al propio país.,Las decisiones de política interna pueden tener consecuencias importantes para la posición internacional de una nación.
186,dominar,Tener el mayor poder o influencia sobre los demás.,Un pequeño número de corporaciones multinacionales dominan el comercio mundial de producción de alimentos.
187,economía,El sistema de producción y consumo de un país.,La diversificación de la economía nacional reduce la vulnerabilidad de un país a los shocks en los precios de los productos básicos.
188,emisión,La producción y liberación de gas a la atmósfera.,La reducción de las emisiones de carbono es fundamental en los esfuerzos internacionales para abordar el cambio climático.
189,hacer cumplir,Obligar al cumplimiento de una ley o norma.,"Sin recursos adecuados, los gobiernos no pueden aplicar eficazmente las leyes de protección ambiental."
190,identificar,Reconocer o establecer la identidad de algo.,El estudio pretende identificar los factores clave que contribuyen al aumento de los niveles de desempleo juvenil.
191,observar,Observar atentamente o notar algo.,Los científicos observan el comportamiento animal en hábitats naturales para comprender mejor los sistemas ecológicos.
192,categoría,Una clase o grupo de cosas con cualidades compartidas.,"El informe divide los residuos en tres categorías principales: reciclables, orgánicos y peligrosos."
193,principio,Una verdad o regla fundamental que guía el comportamiento.,El principio de igualdad sustenta el derecho internacional de los derechos humanos y la gobernanza democrática.
194,publicar,Poner información o trabajos a disposición del público.,Los investigadores deben publicar sus hallazgos en revistas creíbles para contribuir al conocimiento científico.
195,innovar,Introducir nuevas ideas o métodos.,Las empresas que no logran innovar corren el riesgo de ser superadas por rivales más ágiles en el mercado.
196,integrar,Combinar o incorporar partes en un todo.,Se necesitan políticas eficaces para ayudar a los refugiados a integrarse en sus comunidades de acogida.
197,asignar,Distribuir recursos para un propósito específico.,Los gobiernos deben asignar fondos suficientes para mantener y mejorar los servicios de salud pública.
198,coordinar,Organizar personas o grupos para trabajar juntos.,Los organismos internacionales deben coordinar sus esfuerzos de socorro en caso de desastre para maximizar la eficacia.
199,debate,Una discusión formal de puntos de vista opuestos.,Existe un debate actual entre los economistas sobre los efectos a largo plazo de la globalización sobre la desigualdad.
200,exponer,Revelar o dejar desprotegido algo.,Los niños que están expuestos a la violencia en los medios de comunicación pueden desarrollar actitudes de insensibilidad ante el daño.
201,acelerar,Aumentar la velocidad o ritmo.,La innovación tecnológica ha acelerado el crecimiento económico en muchos países en desarrollo.
202,acomodar,Proporcionar espacio o adaptarse a las necesidades.,Las ciudades deben ampliar su infraestructura para dar cabida a la creciente población urbana.
203,acumular,Reunir o acumular gradualmente con el tiempo.,Los hogares en los países desarrollados tienden a acumular mayor riqueza a lo largo de las generaciones.
204,reconocer,Reconocer o admitir la existencia de algo.,Los gobiernos deben reconocer el papel de la pobreza como factor impulsor de la desigualdad social.
205,adquisición,El acto de obtener o ganar algo.,La adquisición temprana del lenguaje es fundamental para el éxito académico a largo plazo del niño.
206,adverso,De efecto perjudicial o desfavorable.,La exposición prolongada a la contaminación puede tener efectos adversos para la salud pública.
207,defensor,Apoyar públicamente una causa o política.,Muchos educadores abogan por clases más pequeñas para mejorar los resultados de aprendizaje.
208,aliviar,Hacer que un sufrimiento o un problema sea menos severo.,Los programas de ayuda exterior tienen como objetivo aliviar la pobreza en los países menos desarrollados del mundo.
209,ambicioso,Tener un fuerte deseo de alcanzar metas desafiantes.,El gobierno estableció un objetivo ambicioso de reducir las emisiones de carbono en un 50% para 2030.
210,amplificar,Aumentar la fuerza o el efecto de algo.,"Las redes sociales pueden amplificar el discurso público, pero también difundir información errónea rápidamente."
211,anticipar,Esperar o predecir algo antes de que suceda.,Los responsables de las políticas deben anticipar los cambios demográficos futuros al planificar los servicios públicos.
212,aparente,Claramente visible u obvio; que parece ser cierto.,Es evidente que el acceso a una educación de calidad sigue siendo desigual entre las clases sociales.
213,atributo,Considerar que algo es causado por un factor.,Los investigadores atribuyen el aumento de la obesidad en gran medida a los malos hábitos alimentarios y a la inactividad.
214,autónomo,Actuar independientemente sin control externo.,Se espera que los vehículos autónomos transformen la industria del transporte global.
215,biodiversidad,Variedad de vida vegetal y animal en un hábitat.,La deforestación representa una amenaza importante para la biodiversidad de las selvas tropicales.
216,carga,Una carga o responsabilidad pesada; sobrecargar.,El aumento de los costos de la atención médica supone una carga considerable tanto para los individuos como para los gobiernos.
217,capacidad,La cantidad máxima que algo puede contener o hacer.,Los países en desarrollo deben fortalecer su capacidad institucional para abordar eficazmente el cambio climático.
218,huella de carbono,Total de gases de efecto invernadero producidos por una entidad.,Las personas pueden reducir significativamente su huella de carbono adoptando dietas basadas en plantas.
219,crónico,Que persiste durante mucho tiempo; que se repite constantemente.,El desempleo crónico en las zonas rurales contribuye a la pobreza generalizada y a la exclusión social.
